EmployeeNumber,Age,Age_group,Attrition,Attrition_flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Salary_slab,MonthlyRate,NumCompaniesWorked,OverTime,OverTime_flag,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,Tenure_Group,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1680,20,20-30,No,0,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,Low,21082,1,No,0,11,3,1,0,2,0-2,3,3,2,2,0,2
1681,33,30-40,No,0,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,Medium,16130,1,Yes,1,25,4,3,1,7,6-10,2,3,6,5,1,2
1682,36,30-40,No,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,Medium,7419,6,No,0,14,3,2,2,10,6-10,2,2,3,2,0,2
1683,44,40-50,No,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,Low,4167,4,Yes,1,18,3,1,3,8,6-10,2,3,2,2,2,2
1684,23,20-30,Yes,1,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,Low,20586,1,Yes,1,11,3,1,0,5,3-5,2,3,5,4,1,2
1687,38,30-40,No,0,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,Low,26176,7,No,0,19,3,4,1,7,6-10,5,2,0,0,0,0
1689,53,50+,No,0,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,Medium,3458,3,No,0,15,3,3,0,11,10+,2,3,4,3,1,2
1691,48,40-50,Yes,1,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,Low,11740,2,Yes,1,11,3,3,2,19,10+,3,3,9,7,7,7
1692,32,30-40,Yes,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,Low,24852,1,No,0,12,3,1,0,1,0-2,2,3,1,0,0,0
1693,26,20-30,No,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,Low,11925,1,No,0,20,4,3,0,7,6-10,5,3,7,7,5,7
1694,55,50+,No,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,Low,23737,5,No,0,12,3,4,1,8,6-10,1,3,4,2,1,2
1696,34,30-40,No,0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,Low,11912,1,No,0,14,3,3,1,15,10+,3,4,15,10,4,13
1697,60,50+,No,0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,High,20467,3,No,0,20,4,3,1,19,10+,2,4,1,0,0,0
1698,33,30-40,No,0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,Low,13637,1,No,0,18,3,4,3,14,10+,6,3,14,11,2,13
1700,37,30-40,No,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,Medium,7677,1,No,0,14,3,3,2,6,6-10,2,2,6,3,1,3
1701,34,30-40,No,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,Low,20338,1,No,0,12,3,2,0,10,6-10,3,3,10,9,8,7
1702,23,20-30,Yes,1,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,Low,25103,1,Yes,1,21,4,2,1,3,3-5,2,3,3,2,0,2
1703,44,40-50,No,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,Medium,14810,1,Yes,1,19,3,2,1,9,6-10,2,3,8,7,6,7
1704,35,30-40,No,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,Low,13970,0,Yes,1,14,3,3,0,6,6-10,2,4,5,4,1,4
1706,43,40-50,No,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,Medium,6069,1,Yes,1,17,3,1,1,10,6-10,3,3,10,9,8,8
1707,24,20-30,No,0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,Low,17616,1,No,0,16,3,4,1,5,3-5,1,3,5,3,0,4
1708,41,40-50,No,0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,Medium,15869,1,No,0,12,3,2,0,10,6-10,3,3,10,8,8,7
1709,29,20-30,No,0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,Low,25412,9,No,0,17,3,3,1,9,6-10,2,3,5,3,1,2
1710,36,30-40,No,0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,Low,7439,3,No,0,15,3,3,0,17,10+,2,2,13,7,6,7
1712,45,40-50,No,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,High,3395,3,No,0,23,4,4,1,25,10+,3,2,23,15,14,4
1714,24,20-30,Yes,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,Low,11585,1,No,0,11,3,3,1,1,0-2,2,3,1,0,0,0
1716,47,40-50,Yes,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,High,24164,7,No,0,11,3,3,0,25,10+,3,1,23,5,14,10
1718,26,20-30,No,0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,Low,6217,1,No,0,15,3,3,3,3,3-5,3,4,3,2,0,2
1719,45,40-50,No,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,High,17119,1,No,0,11,3,3,0,21,10+,2,3,21,6,8,6
1720,32,30-40,No,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,Low,17360,6,No,0,13,3,1,1,10,6-10,3,2,5,2,1,3
1721,31,30-40,No,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,Low,18103,1,No,0,14,3,4,1,6,6-10,2,4,5,2,0,3
1722,41,40-50,No,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,Medium,20794,6,No,0,19,3,2,1,10,6-10,4,3,3,2,1,2
1724,40,40-50,No,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,Medium,5041,2,Yes,1,16,3,2,1,18,10+,3,3,1,0,0,0
1725,24,20-30,No,0,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,Low,3622,1,No,0,13,3,2,3,6,6-10,2,4,6,2,1,2
1727,46,40-50,No,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,Medium,9697,6,No,0,14,3,4,0,19,10+,3,3,10,7,0,9
1728,35,30-40,No,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,Medium,5151,2,No,0,16,3,2,1,17,10+,3,3,7,7,0,7
1729,30,30-40,No,0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862,Low,3811,1,No,0,12,3,2,1,10,6-10,2,2,10,0,0,8
1731,47,40-50,No,0,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978,Low,3536,7,No,0,11,3,4,1,4,3-5,3,1,1,0,0,0
1732,46,40-50,No,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368,High,5596,4,Yes,1,12,3,2,1,13,10+,5,2,10,6,0,3
1733,36,30-40,Yes,1,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134,Medium,8658,5,Yes,1,13,3,2,3,16,10+,3,3,2,2,2,2
1734,32,30-40,Yes,1,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,Medium,12147,6,No,0,15,3,2,0,10,6-10,2,3,0,0,0,0
1735,23,20-30,No,0,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,Low,12862,1,No,0,13,3,3,0,3,3-5,3,1,3,2,1,2
1736,31,30-40,No,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238,Medium,6670,2,No,0,20,4,4,0,9,6-10,3,2,5,4,1,4
1737,39,30-40,No,0,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472,Medium,8989,1,Yes,1,15,3,4,1,9,6-10,2,3,9,8,5,8
1739,32,30-40,No,0,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610,Medium,3840,3,No,0,13,3,3,1,10,6-10,2,1,4,3,0,2
1740,40,40-50,No,0,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,High,4349,1,No,0,14,3,2,0,21,10+,3,2,21,8,12,8
1744,45,40-50,No,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,Medium,6595,4,No,0,21,4,3,2,9,6-10,2,4,5,0,0,3
1745,30,30-40,No,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968,Low,26427,0,No,0,16,3,4,0,10,6-10,2,3,9,7,0,7
1746,24,20-30,No,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,Low,2097,0,No,0,14,3,4,1,3,3-5,2,3,2,2,2,1
1747,30,30-40,Yes,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180,Low,9732,6,No,0,11,3,3,1,6,6-10,0,2,4,2,1,2
1749,31,30-40,No,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346,Medium,20943,1,No,0,19,3,3,1,6,6-10,3,3,5,2,0,2
1751,27,20-30,No,0,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,Low,6152,1,No,0,11,3,3,0,6,6-10,5,2,6,2,1,4
1752,29,20-30,Yes,1,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,Low,14630,1,No,0,13,3,3,0,2,0-2,3,3,2,2,2,2
1753,29,20-30,No,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,Medium,23060,8,Yes,1,12,3,4,0,10,6-10,5,4,3,2,0,2
1754,30,30-40,No,0,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140,Medium,3088,2,No,0,11,3,1,1,12,10+,2,3,7,7,1,7
1755,34,30-40,No,0,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,Low,5586,0,Yes,1,14,3,1,3,6,6-10,3,3,5,0,1,2
1756,33,30-40,No,0,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,Medium,10697,8,No,0,15,3,4,0,13,10+,2,2,11,7,1,7
1757,49,40-50,No,0,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507,Low,8191,3,No,0,12,3,3,0,8,6-10,1,4,5,1,0,4
1758,33,30-40,Yes,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,Medium,10092,2,Yes,1,20,4,3,0,11,10+,2,2,0,0,0,0
1760,38,30-40,No,0,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468,Low,15963,4,No,0,14,3,2,1,9,6-10,4,2,6,1,0,5
1761,31,30-40,Yes,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161,Medium,19002,2,No,0,13,3,1,3,10,6-10,2,3,1,0,0,0
1762,29,20-30,No,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,Low,10007,1,No,0,13,3,3,1,1,0-2,2,3,1,0,0,0
1763,30,30-40,No,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294,Medium,9128,3,No,0,16,3,3,1,10,6-10,3,3,7,0,1,7
1764,32,30-40,No,0,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718,Low,17674,2,No,0,14,3,2,0,12,10+,3,3,7,7,0,7
1766,38,30-40,No,0,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811,Medium,24539,3,Yes,1,16,3,3,1,15,10+,2,3,1,0,1,0
1767,43,40-50,Yes,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,Low,15587,9,Yes,1,16,3,4,1,6,6-10,4,3,1,0,0,0
1768,42,40-50,No,0,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,Low,8952,8,No,0,22,4,2,3,7,6-10,6,2,5,3,0,4
1770,55,50+,No,0,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038,High,19805,8,No,0,12,3,2,3,34,10+,2,3,1,0,0,0
1771,33,30-40,No,0,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055,Low,6194,5,No,0,15,3,4,2,11,10+,2,2,9,8,1,7
1772,41,40-50,No,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,Low,20520,1,No,0,20,4,2,2,5,3-5,2,3,5,3,0,4
1774,34,30-40,No,0,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001,Low,12313,1,Yes,1,14,3,3,1,15,10+,3,3,15,14,0,7
1775,53,50+,No,0,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,12965,High,22308,4,Yes,1,20,4,4,3,27,10+,2,2,3,2,0,2
1778,43,40-50,No,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539,Low,5033,0,No,0,13,3,2,0,10,6-10,5,3,9,7,1,8
1779,34,30-40,No,0,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029,Medium,25353,5,No,0,12,3,1,0,6,6-10,3,3,2,2,2,2
1780,21,20-30,Yes,1,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,2679,Low,4567,1,No,0,13,3,2,0,1,0-2,3,3,1,0,1,0
1782,38,30-40,No,0,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702,Low,16376,1,No,0,11,3,2,1,5,3-5,3,3,5,4,0,4
1783,22,20-30,Yes,1,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,2398,Low,15999,1,Yes,1,17,3,3,0,1,0-2,6,3,1,0,0,0
1784,31,30-40,No,0,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5468,Medium,13402,1,No,0,14,3,1,2,13,10+,3,3,12,7,5,7
1786,51,50+,No,0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,13116,High,22984,2,No,0,11,3,4,0,15,10+,2,3,2,2,2,2
1787,37,30-40,No,0,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,4189,Low,8800,1,No,0,14,3,1,2,5,3-5,2,3,5,2,0,3
1789,46,40-50,No,0,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,19328,High,14218,7,Yes,1,17,3,3,1,24,10+,3,3,2,1,2,2
1790,36,30-40,No,0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,8321,Medium,25949,7,Yes,1,13,3,4,1,15,10+,1,3,12,8,5,7
1792,44,40-50,Yes,1,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,2342,Low,11092,1,Yes,1,12,3,3,3,6,6-10,2,2,5,3,2,3
1794,37,30-40,No,0,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071,Low,12832,2,No,0,13,3,3,0,19,10+,4,2,10,0,4,7
1797,35,30-40,Yes,1,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,5813,Medium,13492,1,Yes,1,18,3,4,0,10,6-10,2,3,10,7,7,7
1798,33,30-40,No,0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,3143,Low,6076,6,No,0,19,3,2,1,14,10+,1,3,10,8,7,6
1799,28,20-30,No,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044,Low,5531,1,No,0,11,3,3,1,5,3-5,6,4,5,3,0,3
1800,39,30-40,No,0,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,13464,High,7914,7,No,0,21,4,3,0,9,6-10,3,3,4,3,2,2
1801,46,40-50,No,0,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,7991,Medium,25166,8,No,0,15,3,3,0,6,6-10,3,3,2,2,2,2
1802,40,40-50,No,0,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,3,1,Laboratory Technician,1,Married,3377,Low,25605,4,No,0,17,3,4,1,7,6-10,5,2,4,3,0,2
1803,42,40-50,No,0,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5538,Medium,5696,5,No,0,18,3,3,2,10,6-10,2,2,0,0,0,0
1804,35,30-40,No,0,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,Medium,24442,2,No,0,14,3,3,1,15,10+,6,3,7,7,1,7
1805,38,30-40,No,0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592,Low,7129,5,No,0,13,3,4,3,13,10+,3,3,11,10,3,8
1807,34,30-40,Yes,1,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,5346,Medium,6208,4,No,0,17,3,3,1,11,10+,3,2,7,1,0,7
1809,37,30-40,Yes,1,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,4213,Low,4992,1,No,0,15,3,2,0,10,6-10,4,1,10,3,0,8
1812,39,30-40,No,0,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced,4127,Low,19188,2,No,0,18,3,4,1,7,6-10,6,3,2,1,2,2
1813,43,40-50,No,0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,2438,Low,24978,4,No,0,13,3,3,0,7,6-10,2,2,3,2,1,2
1814,41,40-50,No,0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,6870,Medium,15530,3,No,0,12,3,1,0,11,10+,3,1,3,2,1,2
1815,41,40-50,No,0,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,10447,High,26458,0,Yes,1,13,3,4,1,23,10+,3,4,22,14,13,5
1816,30,30-40,No,0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,9667,Medium,2739,9,No,0,14,3,2,0,9,6-10,3,3,7,7,0,2
1818,26,20-30,Yes,1,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148,Low,6889,0,Yes,1,11,3,3,0,6,6-10,3,3,5,1,1,4
1821,46,40-50,Yes,1,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,8926,Medium,10842,4,No,0,22,4,4,1,13,10+,2,4,9,7,3,7
1822,40,40-50,No,0,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,Medium,9060,4,No,0,17,3,4,1,12,10+,3,3,5,3,0,3
1823,34,30-40,No,0,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,92,4,2,Sales Executive,3,Married,6799,Medium,22128,1,No,0,21,4,3,2,10,6-10,5,3,10,8,4,8
1824,58,50+,No,0,Non-Travel,350,Sales,2,3,Medical,2,Male,52,3,4,Manager,2,Divorced,16291,High,22577,4,No,0,22,4,4,1,37,10+,0,2,16,9,14,14
1826,35,30-40,No,0,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,2705,Low,9696,0,No,0,16,3,2,1,6,6-10,2,4,5,4,0,3
1827,47,40-50,No,0,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,High,19271,8,Yes,1,12,3,3,1,28,10+,4,3,22,11,14,10
1829,40,40-50,No,0,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,Low,10748,2,No,0,12,3,2,1,15,10+,3,3,7,4,7,7
1830,54,50+,No,0,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,6854,Medium,15696,4,No,0,15,3,2,1,14,10+,2,2,7,1,1,7
1833,31,30-40,No,0,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married,9637,Medium,8277,2,No,0,14,3,4,2,9,6-10,3,3,3,2,2,2
1834,28,20-30,No,0,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,3591,Low,12719,1,No,0,25,4,3,1,3,3-5,3,3,3,2,1,2
1835,38,30-40,No,0,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5405,Medium,4244,2,Yes,1,20,4,1,2,20,10+,4,2,4,2,0,3
1836,26,20-30,No,0,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,4684,Low,9125,1,No,0,13,3,1,0,5,3-5,4,3,5,3,1,2
1837,58,50+,No,0,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,87,3,4,Research Director,3,Married,15787,High,21624,2,Yes,1,14,3,2,0,23,10+,3,3,2,2,2,2
1839,18,20-30,No,0,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,3,1,Research Scientist,3,Single,1514,Low,8018,1,No,0,16,3,3,0,0,0-2,4,1,0,0,0,0
1842,31,30-40,Yes,1,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married,2956,Low,21495,0,No,0,17,3,3,0,2,0-2,4,3,1,0,0,0
1844,29,20-30,Yes,1,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,2335,Low,3157,4,Yes,1,15,3,4,3,4,3-5,3,3,2,2,2,0
1845,45,40-50,No,0,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,5154,Medium,19665,4,No,0,22,4,2,2,10,6-10,3,4,8,7,5,7
1847,36,30-40,No,0,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,6962,Medium,19573,4,Yes,1,22,4,4,1,15,10+,2,3,1,0,0,0
1849,43,40-50,No,0,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,Male,92,3,2,Sales Executive,4,Married,5675,Medium,19246,1,No,0,20,4,3,1,7,6-10,5,3,7,7,7,7
1850,27,20-30,No,0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,2379,Low,19826,0,Yes,1,14,3,3,0,6,6-10,3,2,5,4,0,2
1852,29,20-30,No,0,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,40,3,1,Laboratory Technician,4,Married,3812,Low,7003,1,No,0,13,3,2,0,11,10+,3,4,11,8,3,10
1853,32,30-40,No,0,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,79,3,2,Sales Executive,4,Single,4648,Low,26075,8,No,0,13,3,3,0,4,3-5,2,4,0,0,0,0
1854,42,40-50,No,0,Non-Travel,355,Research & Development,10,4,Technical Degree,3,Male,38,3,1,Research Scientist,3,Married,2936,Low,6161,3,No,0,22,4,2,2,10,6-10,1,2,6,3,3,3
1856,47,40-50,No,0,Travel_Rarely,207,Research & Development,9,4,Life Sciences,2,Female,64,3,1,Laboratory Technician,3,Single,2105,Low,5411,4,No,0,12,3,3,0,7,6-10,2,3,2,2,2,0
1857,46,40-50,No,0,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,Medium,19989,3,No,0,14,3,3,1,12,10+,4,2,9,8,4,7
1858,28,20-30,No,0,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,2706,Low,10494,1,No,0,15,3,2,1,3,3-5,2,3,3,2,2,2
1859,29,20-30,No,0,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,Medium,21143,8,No,0,17,3,4,2,11,10+,3,3,7,0,1,6
1860,42,40-50,No,0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,81,3,1,Laboratory Technician,3,Single,3968,Low,13624,4,No,0,13,3,4,0,8,6-10,3,3,0,0,0,0
1862,32,30-40,Yes,1,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,2,2,Sales Executive,2,Single,9907,Medium,26186,7,Yes,1,12,3,3,0,7,6-10,3,2,2,2,2,2
